brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_c
Intex,Aqua Note 5.5,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.68,3,3,5,5
Jivi,Grand 3000,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,77.39,3,3,5,5
Jivi,Prime 390,2400,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,62.39,2,1,4,3
Jivi,Prime 300,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,43.19,2,1,4,4
Jivi,Energy E12,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,29.99,2,1,2,3
Jivi,Energy E3,1800,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,31.19,2,1,2,2
Intex,Aqua Style III,2500,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,59.99,2,1,4,4
Vivo,Y69,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.0,6,4,5,5
iVoomi,Me 2,2000,4.5,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,34.8,3,3,3,2
Swipe,Neo Power,2500,4.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,29.99,2,1,2,4
Meizu,M6 Note,4000,5.5,Yes,1080,1920,8,3000,16.0,12.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,168.0,6,4,5,7
Nuu Mobile,Q500,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,3,3,4,2
Nuu Mobile,Q626,2000,5.0,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,3,3,4,2
Alcatel,U5 HD,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,77.99,3,3,4,3
M-tech,TEZ4G,2400,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.4,2,1,4,3
Gionee,X1,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.74,3,3,4,5
Comio,C1,2700,5.0,Yes,720,1280,4,1000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,59.94,2,1,4,4
Comio,S1,2700,5.2,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,65.99,3,3,4,4
Comio,P1,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,103.99,3,3,4,8
Micromax,Evok Dual Note,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,53.99,6,4,5,5
Asus,ZenFone 4,3300,5.5,Yes,1080,1920,1,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,1,2,5,6
Swipe,Elite 4G,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,2,1,4,4
Panasonic,Eluga I2 Activ,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,2,1,4,3
Asus,ZenFone 4 Selfie DC (ZD553KL),3000,5.5,Yes,720,1280,8,4000,64.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.98,5,5,5,5
Itel,PowerPro P41,5000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,46.56,2,1,4,8
Panasonic,Eluga A3,4000,5.2,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,71.22,6,4,4,7
Gionee,A1 Lite,4000,5.3,Yes,720,1280,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,6,4,5,7
Karbonn,A41 Power,2300,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,No,No,33.05,2,1,2,3
Swipe,Konnect Power,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,3,3,4,5
Kult,Beyond,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,3,3,4,5
Coolpad,Note 5 Lite C,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,55.32,3,3,4,4
Karbonn,Aura Note Play,3300,6.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.79,3,3,6,6
Infinix,Hot 4 Pro,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,89.99,3,3,5,7
Infinix,Note 4,4300,5.7,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,107.99,3,3,5,7
Micromax,Selfie 2,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,58.74,3,3,4,5
Meizu,Pro 7,3000,5.2,Yes,1080,1920,8,4000,64.0,12.0,16.0,Android,Yes,No,Yes,2,No,No,336.0,5,5,4,5
Yu,nique 2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,3,3,4,4
Lyf,C459,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,43.08,2,1,3,2
Samsung,Galaxy J7 Nxt,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,6,4,5,5
Intex,Aqua Lions 3,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,65.28,3,3,4,7
iVoomi,Me5,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.48,3,3,4,5
iVoomi,Me4,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.4,2,1,3,2
Intex,Aqua Zenith,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.19,2,1,4,2
Micromax,Canvas 1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.28,3,3,4,4
Intex,Aqua Selfie,3000,5.5,Yes,720,1280,1,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,58.55,1,2,5,5
Asus,ZenFone 4 Selfie,3000,5.5,Yes,1080,1920,4,4000,32.0,16.0,12.0,Android,Yes,Yes,Yes,1,Yes,Yes,77.39,3,3,5,5
Xolo,Era 1X Pro,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.66,3,3,4,4
LG,Q6+,3000,5.5,Yes,1080,2160,8,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,5,5,5,5
Intex,Aqua S3,2450,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.76,3,3,4,4
Nubia,M2 Play,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,6,4,5,5
Samsung,Galaxy J7 Max,3300,5.7,Yes,1080,1920,8,4000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,132.55,5,5,5,6
Samsung,Galaxy J7 Pro,3600,5.5,Yes,1080,1920,8,3000,64.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,Yes,202.8,6,5,5,6
Lyf,Water 7S,2800,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,6,4,5,5
Panasonic,Eluga I3 Mega,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,69.97,3,3,5,7
Ziox,Astra VIVA 4G,2500,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,41.99,2,1,4,4
Lava,A77,2000,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.8,2,1,3,2
Karbonn,Aura Power 4G Plus,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79,2,1,4,7
Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.32,2,1,3,2
Itel,Wish A41+,2400,5.0,Yes,480,854,4,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,78.07,3,3,4,3
Motorola,Moto C Plus,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28,3,3,4,7
Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,Yes,57.48,2,1,3,1
Panasonic,P85,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,77.99,3,3,4,7
Panasonic,Eluga Ray,4000,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,95.99,3,3,4,7
Karbonn,Aura 4G,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.91,2,1,4,3
Intex,Aqua Crystal Plus,2100,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,89.88,3,3,4,2
Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.32,3,3,5,5
Ziox,Astra Colors 4G,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,52.79,2,1,4,7
Zen,Admire Joy,2000,5.0,No,480,854,4,768,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,2,1,4,2
Intex,Aqua A4,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,55.5,2,1,2,2
Zopo,Color M5,2100,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.67,2,1,4,2
Videocon,Krypton 22,2450,5.0,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,3,3,4,4
Zen,Admire Metal,2500,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,2,1,4,4
Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,3,3,5,8
Ziox,Astra Force 4G,3000,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,41.99,2,1,4,5
Zopo,Color M4,1450,4.0,No,480,800,4,1000,16.0,0.0,0.0,Android,Yes,Yes,Yes,2,No,No,58.66,2,1,2,1
Honor,Bee 2,2100,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,2,1,3,2
Tecno,i5 Pro,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.47,3,3,5,7
Tecno,i3 Pro,3050,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.92,3,3,4,5
Tecno,i5,4000,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.55,3,3,5,7
Tecno,i3,3050,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.7,3,3,4,5
Videocon,Delite 11+,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,2,1,4,5
Motorola,Moto C,2350,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,2,1,4,3
Motorola,Moto E4,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,3,3,4,5
Micromax,Evok Note,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,59.52,6,4,5,7
Zopo,Color X 5.5,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.76,3,3,5,4
Lephone,W7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,49.26,2,1,4,2
Ziox,QUIQ Flash 4G,2450,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.39,2,1,4,4
Intex,ELYT-e1,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.2,3,3,4,3
Sansui,Horizon 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,46.8,2,1,3,2
Micromax,Bharat 2,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,No,Yes,28.31,2,1,2,1
Swipe,Konnect Neo 4G,2000,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,23.99,2,1,2,2
Itel,Wish A41,2400,5.0,No,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.56,2,1,4,3
Panasonic,Eluga Ray X,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16,3,3,5,7
Panasonic,Eluga Ray Max,3000,5.2,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,137.99,5,5,4,5
Intex,Aqua 4G Mini,1450,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,No,2,No,Yes,47.22,2,1,2,1
Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,59.99,2,1,3,2
Zen,Admire Swadesh,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,57.48,2,1,4,2
Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.59,5,5,5,8
Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.92,6,5,5,5
Karbonn,Aura Sleek 4G,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,68.02,2,1,4,2
Intex,Aqua Trend Lite,2600,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,2,1,4,4
Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,77.4,2,1,3,2
LeEco,Le Pro 3 Elite,4070,5.5,Yes,1080,1920,4,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,3,3,5,7
iVoomi,iV505,3000,5.0,Yes,1440,2560,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.8,2,1,4,5
Swipe,Elite Sense,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.8,3,3,4,4
Intex,Aqua Strong 5.1+,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,44.28,2,1,4,2
Nubia,N1 lite,3000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,3,3,5,5
ZTE,Blade V8 Mini,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,62.4,6,4,4,5
Alcatel,A5 LED,2800,5.2,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,180.31,6,4,4,5
Sony,Xperia XA1,2300,5.0,Yes,720,1280,8,3000,32.0,23.0,8.0,Android,Yes,Yes,No,2,No,Yes,95.93,6,4,4,3
Swipe,Elite 3,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,3,3,4,4
Nokia,5,3000,5.2,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,6,4,4,5
Swipe,Konnect Star,1800,4.0,Yes,480,854,4,1000,16.0,5.0,1.3,Android,Yes,Yes,No,2,Yes,Yes,32.28,2,1,2,2
Asus,ZenFone Go 5.0 LTE (ZB500KL),2600,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,4,4
Intex,Aqua Lions 4G,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.8,2,1,4,2
Intex,Aqua 4.0,1500,4.0,Yes,360,640,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,49.14,2,1,2,1
Intex,Aqua Amaze+,2000,4.7,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.6,2,1,3,2
Swipe,Elite Power,4000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,3,3,5,7
Lava,X41+,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,3,3,4,4
Intex,Cloud Style 4G,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.39,2,1,4,4
Micromax,Vdeo 3,2000,5.0,Yes,720,1280,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,53.99,1,2,4,2
Micromax,Vdeo 4,4000,5.0,Yes,720,1280,1,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,47.99,1,2,4,7
Samsung,Galaxy J2 Ace,2600,5.0,Yes,540,960,1,1000,8.0,8.0,5.0,Android,Yes,No,No,2,No,No,71.88,1,2,4,4
Swipe,Konnect Grand,2500,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,35.99,2,1,4,4
Xolo,Era 2X,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.19,3,3,4,4
Lyf,Water 3,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,No,Yes,Yes,2,No,Yes,84.0,6,4,5,5
Lyf,F1S,3000,5.2,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,91.19,6,4,4,5
Karbonn,K9 Viraat 4G,2800,5.5,Yes,720,1280,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,70.8,2,1,5,5
Lyf,Wind 7S,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.19,3,3,4,3
LG,Stylus 3,3200,5.7,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,83.99,6,4,5,5
LG,K8 (2017),2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.4,3,3,4,4
Zuk,Edge,3100,5.5,Yes,1080,1920,4,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,349.49,3,3,5,5
Zen,Cinemax Click,2700,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.79,2,1,5,4
Lava,A76+,1850,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,No,No,67.19,2,1,3,2
Swipe,Elite Max,3000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,5,5,5,5
Panasonic,P88,2600,5.3,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,96.0,3,3,5,4
Swipe,Elite Star,2000,4.0,Yes,480,800,4,1000,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,2,1,2,2
Gionee,P7,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,No,Yes,2,No,No,89.99,3,3,4,3
Micromax,Vdeo 2,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.4,2,1,3,2
Micromax,Vdeo 1,1600,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,2,1,2,1
Meizu,M5 Note,4000,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,65.88,6,4,5,7
Lyf,Water 9,2800,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.6,6,4,5,5
Lava,X50+,2800,5.5,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,No,2,No,Yes,59.99,3,3,5,5
Meizu,Pro 6 Plus,3400,5.7,Yes,1440,2560,8,4000,64.0,12.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,331.2,5,5,5,6
Panasonic,Eluga Mark 2,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,6,4,5,5
HTC,10 evo,3200,5.5,Yes,1440,2560,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,133.2,6,4,5,5
Lyf,Wind 7i,2250,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,61.19,2,1,4,3
Panasonic,P71,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,83.98,2,1,4,2
Zopo,Color F2,2300,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,55.18,3,3,5,3
Motorola,Moto M,3050,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,6,4,5,5
Lyf,F8,2000,4.5,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,2,1,3,2
Huawei,Mate 9,4000,5.9,Yes,1080,1920,8,4000,64.0,20.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,647.8,5,5,6,7
Intex,Aqua Power M,4350,5.0,Yes,720,1280,4,1000,8.0,0.0,0.0,Android,Yes,Yes,Yes,2,No,No,41.99,2,1,4,7
Zen,Cinemax 2+,2900,5.5,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,44.87,2,1,5,5
Swipe,Elite 2 Plus,2500,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,2,1,4,4
Samsung,Galaxy On Nxt,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,134.4,6,4,5,6
Xolo,Era 2,2350,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,No,No,49.19,2,1,4,3
Zopo,Color F5,2100,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.47,3,3,4,2
Intex,Cloud S9,3650,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.26,3,3,5,6
Intex,Aqua Q8,1650,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,32.39,2,1,3,1
Intex,Aqua Craze II,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.15,2,1,4,4
Intex,Aqua 5.5 VR,2800,5.5,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.19,2,1,5,5
Intex,Aqua S2,2450,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,2,1,4,4
Honor,8 Smart,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,Yes,200.39,6,4,4,5
Honor,Holly 3,3100,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,71.99,6,4,5,5
BlackBerry,DTEK60,3000,5.5,Yes,1440,2560,4,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,203.99,3,3,5,5
Xiaomi,Mi Max Prime,4850,6.44,Yes,1080,1920,6,4000,128.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.99,5,5,7,8
Lyf,Wind 4S,4000,5.0,Yes,720,1820,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.98,3,3,4,7
Lyf,Flame 7s,1800,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,No,Yes,42.95,2,1,2,2
Zen,Cinemax Force,2900,5.5,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,5,5
Intex,Aqua Strong 5.2,2800,5.0,Yes,480,854,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.39,3,3,4,5
