name,brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,price_ranges,screen_size_range,battery_capacity_range,rear_camera_range
Karbonn Sparkle V,Karbonn,Sparkle V,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,34.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Spice Dream Uno,Spice,Dream Uno,1700,4.5,No,480,854,4,1000,4.0,5.0,2.4,Android,Yes,Yes,Yes,2,Yes,No,89.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Nitro,Micromax,Canvas Nitro,2500,5.0,Yes,720,1280,8,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Nokia Lumia 830,Nokia,Lumia 830,2200,5.0,Yes,720,1280,4,1000,16.0,10.0,0.9,Windows,Yes,Yes,Yes,1,Yes,Yes,239.99,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HTC Desire 820,HTC,Desire 820,2600,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,311.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy Alpha,Samsung,Galaxy Alpha,1860,4.7,Yes,720,1280,8,2000,32.0,12.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Xolo 8X-1000,Xolo,8X-1000,1920,5.0,Yes,720,1280,8,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Spice Stellar 520,Spice,Stellar 520,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Xiaomi Redmi 1S,Xiaomi,Redmi 1S,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,1.6,Android,Yes,Yes,Yes,2,Yes,No,71.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Honor 6,Honor,6,3000,5.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Oppo N1 Mini,Oppo,N1 Mini,2140,5.0,Yes,720,1280,4,2000,16.0,13.0,0.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Xolo Q1200,Xolo,Q1200,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,No,164.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic P81,Panasonic,P81,2500,5.5,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,142.8,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Motorola Moto E,Motorola,Moto E,1980,4.3,Yes,540,960,2,1000,4.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Oppo R1,Oppo,R1,2410,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,140.82,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Xolo Q1010i,Xolo,Q1010i,2250,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,163.27,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Knight,Micromax,Canvas Knight,2350,5.0,Yes,1080,1920,8,2000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
HTC Desire 816,HTC,Desire 816,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,328.68,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Nokia X Dual SIM,Nokia,X Dual SIM,1500,4.0,Yes,480,800,2,512,4.0,3.0,0.0,Cyanogen,Yes,Yes,Yes,2,Yes,No,95.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lenovo S660,Lenovo,S660,3000,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,80.4,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee Elife S5.5,Gionee,Elife S5.5,2300,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,131.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
LG G Pro 2,LG,G Pro 2,3200,5.9,Yes,1080,1920,4,3000,16.0,13.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,504.25,400-600€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Xolo Q1100,Xolo,Q1100,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,164.12,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy Note 3 Neo,Samsung,Galaxy Note 3 Neo,3100,5.5,Yes,720,1280,6,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,135.0,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Asus ZenFone 6,Asus,ZenFone 6,3300,6.0,Yes,720,1280,2,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,106.69,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Nokia Lumia 1020,Nokia,Lumia 1020,2000,4.5,Yes,768,1280,2,2000,32.0,41.0,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,131.88,<200€,4.0-5.0(inches),1010-2300(mah),32-48(mp)
Spice Pinnacle FHD,Spice,Pinnacle FHD,2100,5.0,Yes,1080,1920,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Gionee Elife E6,Gionee,Elife E6,2000,5.0,Yes,1080,1920,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,257.4,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas 4,Micromax,Canvas 4,2000,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,62.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava Iris 504q,Lava,Iris 504q,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,113.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
BlackBerry Q5,BlackBerry,Q5,2180,3.1,Yes,720,720,2,2000,8.0,5.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,129.6,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
BlackBerry Q10,BlackBerry,Q10,2100,3.1,Yes,720,720,1,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,118.79,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lenovo P780,Lenovo,P780,4000,5.0,Yes,720,1280,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,184.92,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Sony Xperia U,Sony,Xperia U,1320,3.5,Yes,480,854,2,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.88,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Sony Xperia SP,Sony,Xperia SP,2370,4.6,Yes,720,1280,2,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,257.88,200-400€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy Y Pro Duos,Samsung,Galaxy Y Pro Duos,1350,2.6,Yes,240,320,1,384,0.16,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,66.66,<200€,2.3-3.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy Mega 5.8,Samsung,Galaxy Mega 5.8,2600,5.8,Yes,540,960,2,1000,8.0,8.0,1.9,Android,Yes,Yes,Yes,2,Yes,No,83.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Nokia Lumia 620,Nokia,Lumia 620,1300,3.8,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,59.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Nokia Lumia 820,Nokia,Lumia 820,1650,4.3,Yes,480,800,2,1000,8.0,8.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,235.92,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
LG Optimus G,LG,Optimus G,2100,4.7,Yes,768,1280,4,2000,32.0,13.0,1.3,Android,Yes,Yes,Yes,1,Yes,No,119.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HTC One S,HTC,One S,1650,4.3,Yes,540,960,2,1000,16.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,206.06,200-400€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
BlackBerry Z10,BlackBerry,Z10,1800,4.2,Yes,768,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,66.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Infinix S5 Lite,Infinix,S5 Lite,4000,6.5,Yes,720,1600,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,6+(inches),3500-4500(mah),0-24(mp)
Infinix S5,Infinix,S5,4000,6.6,Yes,720,1600,8,4000,64.0,16.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,6+(inches),3500-4500(mah),0-24(mp)
Moto E6s,Motorola,Moto E6s,3000,6.1,Yes,720,1560,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,6+(inches),2300-3000(mah),0-24(mp)
Tecno Camon i4,Tecno,Camon i4,3500,6.2,Yes,720,1520,4,2000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.2,<200€,6+(inches),3000-3500(mah),0-24(mp)
Nokia 4.2,Nokia,4.2,3000,5.71,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,95.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Nokia 3.2,Nokia,3.2,4000,6.26,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,80.28,<200€,6+(inches),3500-4500(mah),0-24(mp)
Samsung Galaxy M10,Samsung,Galaxy M10,3400,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,6+(inches),3000-3500(mah),0-24(mp)
Micromax Infinity N12,Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.59,<200€,6+(inches),3500-4500(mah),0-24(mp)
Coolpad Note 8,Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,89.2,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Samsung Galaxy J6+,Samsung,Galaxy J6+,3300,6.0,Yes,720,1480,4,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,143.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Samsung Galaxy J4+,Samsung,Galaxy J4+,3300,6.0,Yes,720,1480,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,113.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Samsung Galaxy J2 Core,Samsung,Galaxy J2 Core,2600,5.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
10.or D2,10.or,D2,3200,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Coolpad Mega 5A,Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,46.8,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Infinix Smart 2,Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Infinix Hot 6 Pro,Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
iVoomi i2 Lite,iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Honor 7S,Honor,7S,3020,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,71.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Coolpad Note 6,Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Panasonic Eluga Ray 550,Panasonic,Eluga Ray 550,3250,5.7,Yes,720,1440,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,68.51,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Nokia 1,Nokia,1,2150,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.06,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Tecno Camon i,Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
iVoomi i1,iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy On7 Prime,Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Intex Aqua Lions X1+,Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Kult Gladiator,Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
InFocus Turbo 5 Plus,InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.2,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Nuu Mobile M3,Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.75,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Micromax Canvas Infinity,Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.89,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lyf C451,Lyf,C451,2800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic Eluga A3 Pro,Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.0,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Karbonn K9 Kavach 4G,Karbonn,K9 Kavach 4G,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Ziox Astra Titan 4G,Ziox,Astra Titan 4G,3000,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
InFocus Turbo 5,InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.19,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Karbonn Aura Note 2,Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.4,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Zopo Speed X,Zopo,Speed X,2680,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Elyt e7,Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,47.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Micromax Canvas 2 (2017),Micromax,Canvas 2 (2017),3050,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.79,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Tecno i7,Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.59,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Lava Z10,Lava,Z10,2620,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,107.04,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Vivo Y66,Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Zopo Flash X Plus,Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Vivo Y55s,Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Nokia 3,Nokia,3,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.8,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Supreme+,Intex,Aqua Supreme+,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.4,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
ZTE Blade A2 Plus,ZTE,Blade A2 Plus,5000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Panasonic Eluga Prim,Panasonic,Eluga Prim,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.28,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Coolpad Mega 3,Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16.0,8.0,8.0,Android,Yes,Yes,No,3,Yes,Yes,55.08,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Coolpad Mega 2.5D,Coolpad,Mega 2.5D,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Gionee S6 Pro,Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Panasonic Eluga Arc,Panasonic,Eluga Arc,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Vivo V3,Vivo,V3,2550,5.0,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.76,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Spark 3,Micromax,Canvas Spark 3,2500,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.62,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
InFocus Bingo 21,InFocus,Bingo 21,2300,4.5,Yes,850,480,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Honor Holly 2 Plus,Honor,Holly 2 Plus,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.67,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Karbonn Quattro L50 HD,Karbonn,Quattro L50 HD,2600,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf Earth 1,Lyf,Earth 1,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Onida i4G1,Onida,i4G1,2300,5.0,No,720,1280,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.62,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HTC One X9,HTC,One X9,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,177.24,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Ace,Intex,Aqua Ace,2300,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava Pixel V2,Lava,Pixel V2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,159.6,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee F103,Gionee,F103,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,122.4,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Nitro 4G,Micromax,Canvas Nitro 4G,2500,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Vivo V1Max,Vivo,V1Max,2720,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,156.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Selfie 2,Micromax,Canvas Selfie 2,2000,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,83.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga Icon,Panasonic,Eluga Icon,3500,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Karbonn Titanium Mach Five,Karbonn,Titanium Mach Five,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
InFocus M370,InFocus,M370,2230,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Xpress 2,Micromax,Canvas Xpress 2,2500,5.0,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,74.39,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava Pixel V1,Lava,Pixel V1,2650,5.5,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Doodle 4,Micromax,Canvas Doodle 4,3000,6.0,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,114.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia Z3+,Sony,Xperia Z3+,2930,5.2,Yes,1080,1920,8,3000,32.0,20.7,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,418.98,400-600€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LG G4 Stylus,LG,G4 Stylus,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud N,Intex,Cloud N,1400,4.0,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,42.0,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Micromax Unite 3,Micromax,Unite 3,2000,4.7,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Spark,Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Windows,Yes,Yes,Yes,2,Yes,No,84.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
