brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_t,url
LG,G Pro 2,3200,5.9,Yes,1080,1920,4,3000,16.0,13.0,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,504.25,1,1,1,3,https://www.amazon.com/s?k=LG+G+Pro+2
Xolo,Q1100,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,164.12,1,1,1,1,https://www.amazon.com/s?k=Xolo+Q1100
Samsung,Galaxy Note 3 Neo,3100,5.5,Yes,720,1280,6,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,135.0,2,1,1,3,https://www.amazon.com/s?k=Samsung+Galaxy+Note+3+Neo
Asus,ZenFone 6,3300,6.0,Yes,720,1280,2,2000,16.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,106.69,1,1,1,3,https://www.amazon.com/s?k=Asus+ZenFone+6
Nokia,Asha 502,1010,3.0,Yes,240,320,1,64,0.064,5.0,0.0,Cyanogen,Yes,Yes,No,2,No,No,41.99,1,1,1,1,https://www.amazon.com/s?k=Nokia+Asha+502
Nokia,Lumia 1020,2000,4.5,Yes,768,1280,2,2000,32.0,41.0,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,131.88,1,1,1,1,https://www.amazon.com/s?k=Nokia+Lumia+1020
Spice,Pinnacle FHD,2100,5.0,Yes,1080,1920,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,1,1,1,2,https://www.amazon.com/s?k=Spice+Pinnacle+FHD
Gionee,Elife E6,2000,5.0,Yes,1080,1920,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,257.4,1,1,1,1,https://www.amazon.com/s?k=Gionee+Elife+E6
Micromax,Canvas 4,2000,5.0,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,62.39,1,1,1,1,https://www.amazon.com/s?k=Micromax+Canvas+4
Lava,Iris 504q,2000,5.0,Yes,720,1280,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,113.99,1,1,1,1,https://www.amazon.com/s?k=Lava+Iris+504q
BlackBerry,Q5,2180,3.1,Yes,720,720,2,2000,8.0,5.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,129.6,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+Q5
BlackBerry,Q10,2100,3.1,Yes,720,720,1,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,118.79,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+Q10
Lenovo,P780,4000,5.0,Yes,720,1280,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,184.92,1,1,1,3,https://www.amazon.com/s?k=Lenovo+P780
Sony,Xperia U,1320,3.5,Yes,480,854,2,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,59.88,1,1,1,1,https://www.amazon.com/s?k=Sony+Xperia+U
Sony,Xperia SP,2370,4.6,Yes,720,1280,2,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,257.88,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+SP
Samsung,Galaxy Y Pro Duos,1350,2.6,Yes,240,320,1,384,0.16,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,66.66,1,1,1,1,https://www.amazon.com/s?k=Samsung+Galaxy+Y+Pro+Duos
Samsung,Galaxy Mega 5.8,2600,5.8,Yes,540,960,2,1000,8.0,8.0,1.9,Android,Yes,Yes,Yes,2,Yes,No,83.99,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+Mega+5.8
Nokia,Lumia 620,1300,3.8,Yes,480,800,2,512,8.0,5.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,59.99,1,1,1,1,https://www.amazon.com/s?k=Nokia+Lumia+620
Nokia,Lumia 820,1650,4.3,Yes,480,800,2,1000,8.0,8.0,0.3,Windows,Yes,Yes,Yes,1,Yes,No,235.92,1,1,1,1,https://www.amazon.com/s?k=Nokia+Lumia+820
LG,Optimus G,2100,4.7,Yes,768,1280,4,2000,32.0,13.0,1.3,Android,Yes,Yes,Yes,1,Yes,No,119.99,1,1,1,2,https://www.amazon.com/s?k=LG+Optimus+G
HTC,One S,1650,4.3,Yes,540,960,2,1000,16.0,8.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,206.06,1,1,1,1,https://www.amazon.com/s?k=HTC+One+S
BlackBerry,Z10,1800,4.2,Yes,768,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,66.0,1,1,1,1,https://www.amazon.com/s?k=BlackBerry+Z10
Infinix,S5 Lite,4000,6.5,Yes,720,1600,8,4000,64.0,16.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,2,2,3,https://www.amazon.com/s?k=Infinix+S5+Lite
Infinix,S5,4000,6.6,Yes,720,1600,8,4000,64.0,16.0,32.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,2,2,3,https://www.amazon.com/s?k=Infinix+S5
Motorola,Moto E6s,3000,6.1,Yes,720,1560,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,2,2,2,https://www.amazon.com/s?k=Motorola+Moto+E6s
Tecno,Camon i4,3500,6.2,Yes,720,1520,4,2000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.2,1,1,1,3,https://www.amazon.com/s?k=Tecno+Camon+i4
Nokia,4.2,3000,5.71,Yes,720,1520,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,95.99,2,2,2,2,https://www.amazon.com/s?k=Nokia+4.2
Nokia,3.2,4000,6.26,Yes,720,1520,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,80.28,1,1,1,3,https://www.amazon.com/s?k=Nokia+3.2
Samsung,Galaxy M10,3400,6.22,Yes,720,1520,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+M10
Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.59,2,2,2,3,https://www.amazon.com/s?k=Micromax+Infinity+N12
Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64.0,16.0,8.0,Android,Yes,Yes,No,1,No,No,89.2,3,2,2,3,https://www.amazon.com/s?k=Coolpad+Note+8
Samsung,Galaxy J6+,3300,6.0,Yes,720,1480,4,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,No,No,143.99,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+J6+
Samsung,Galaxy J4+,3300,6.0,Yes,720,1480,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,113.99,1,1,1,3,https://www.amazon.com/s?k=Samsung+Galaxy+J4+
Samsung,Galaxy J2 Core,2600,5.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28,1,1,1,2,https://www.amazon.com/s?k=Samsung+Galaxy+J2+Core
10.or,D2,3200,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,3,https://www.amazon.com/s?k=10.or+D2
Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,No,No,46.8,1,1,1,2,https://www.amazon.com/s?k=Coolpad+Mega+5A
Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,1,1,1,3,https://www.amazon.com/s?k=Infinix+Smart+2
Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,1,1,1,3,https://www.amazon.com/s?k=Infinix+Hot+6+Pro
iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,1,1,3,https://www.amazon.com/s?k=iVoomi+i2+Lite
Honor,7S,3020,5.45,Yes,720,1440,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,No,No,71.99,1,1,1,3,https://www.amazon.com/s?k=Honor+7S
Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,2,2,4,https://www.amazon.com/s?k=Coolpad+Note+6
Panasonic,Eluga Ray 550,3250,5.7,Yes,720,1440,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,Yes,68.51,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+Ray+550
Nokia,1,2150,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.06,1,1,1,2,https://www.amazon.com/s?k=Nokia+1
Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16,1,1,1,3,https://www.amazon.com/s?k=Tecno+Camon+i
iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.88,1,1,1,2,https://www.amazon.com/s?k=iVoomi+i1
Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,2,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+On7+Prime
Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Lions+X1+
Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.79,1,1,1,3,https://www.amazon.com/s?k=Kult+Gladiator
InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.2,2,2,2,4,https://www.amazon.com/s?k=InFocus+Turbo+5+Plus
Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.75,1,1,1,3,https://www.amazon.com/s?k=Nuu+Mobile+M3
Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.89,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Infinity
Lyf,C451,2800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Lyf+C451
Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.0,2,2,2,3,https://www.amazon.com/s?k=Panasonic+Eluga+A3+Pro
Karbonn,K9 Kavach 4G,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Kavach+4G
Ziox,Astra Titan 4G,3000,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Ziox+Astra+Titan+4G
InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.19,1,1,1,4,https://www.amazon.com/s?k=InFocus+Turbo+5
Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.4,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Aura+Note+2
Zopo,Speed X,2680,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79,2,2,2,2,https://www.amazon.com/s?k=Zopo+Speed+X
Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,47.99,1,1,1,4,https://www.amazon.com/s?k=Intex+Elyt+e7
Micromax,Canvas 2 (2017),3050,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.79,1,1,1,3,https://www.amazon.com/s?k=Micromax+Canvas+2+(2017)
Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.59,3,2,2,3,https://www.amazon.com/s?k=Tecno+i7
Lava,Z10,2620,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,107.04,1,1,1,2,https://www.amazon.com/s?k=Lava+Z10
Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.99,2,2,2,2,https://www.amazon.com/s?k=Vivo+Y66
Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,83.88,2,2,2,3,https://www.amazon.com/s?k=Zopo+Flash+X+Plus
Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,1,1,1,2,https://www.amazon.com/s?k=Vivo+Y55s
Nokia,3,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.8,1,1,1,2,https://www.amazon.com/s?k=Nokia+3
Intex,Aqua Supreme+,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.4,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Supreme+
ZTE,Blade A2 Plus,5000,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99,3,2,2,4,https://www.amazon.com/s?k=ZTE+Blade+A2+Plus
Panasonic,Eluga Prim,2500,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.28,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+Prim
Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16.0,8.0,8.0,Android,Yes,Yes,No,3,Yes,Yes,55.08,1,1,1,3,https://www.amazon.com/s?k=Coolpad+Mega+3
Coolpad,Mega 2.5D,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,1,1,1,2,https://www.amazon.com/s?k=Coolpad+Mega+2.5D
Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,3,2,2,3,https://www.amazon.com/s?k=Gionee+S6+Pro
Panasonic,Eluga Arc,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79,1,1,1,1,https://www.amazon.com/s?k=Panasonic+Eluga+Arc
Vivo,V3,2550,5.0,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.76,2,2,2,2,https://www.amazon.com/s?k=Vivo+V3
Micromax,Canvas Spark 3,2500,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.62,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Spark+3
InFocus,Bingo 21,2300,4.5,Yes,850,480,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.88,1,1,1,2,https://www.amazon.com/s?k=InFocus+Bingo+21
Honor,Holly 2 Plus,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,102.67,1,1,1,3,https://www.amazon.com/s?k=Honor+Holly+2+Plus
Karbonn,Quattro L50 HD,2600,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,2,2,2,2,https://www.amazon.com/s?k=Karbonn+Quattro+L50+HD
Lyf,Earth 1,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,2,2,2,3,https://www.amazon.com/s?k=Lyf+Earth+1
Onida,i4G1,2300,5.0,No,720,1280,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.62,1,1,1,2,https://www.amazon.com/s?k=Onida+i4G1
HTC,One X9,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,177.24,2,2,2,2,https://www.amazon.com/s?k=HTC+One+X9
Intex,Aqua Ace,2300,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Ace
Lava,Pixel V2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,159.6,1,1,1,2,https://www.amazon.com/s?k=Lava+Pixel+V2
Gionee,F103,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,122.4,1,1,1,2,https://www.amazon.com/s?k=Gionee+F103
Micromax,Canvas Nitro 4G,2500,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59,2,2,2,2,https://www.amazon.com/s?k=Micromax+Canvas+Nitro+4G
Vivo,V1Max,2720,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,156.0,2,2,2,2,https://www.amazon.com/s?k=Vivo+V1Max
Micromax,Canvas Selfie 2,2000,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,83.99,1,1,1,1,https://www.amazon.com/s?k=Micromax+Canvas+Selfie+2
Panasonic,Eluga Icon,3500,5.5,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,2,2,2,3,https://www.amazon.com/s?k=Panasonic+Eluga+Icon
Karbonn,Titanium Mach Five,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Titanium+Mach+Five
InFocus,M370,2230,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,1,1,1,2,https://www.amazon.com/s?k=InFocus+M370
Micromax,Canvas Xpress 2,2500,5.0,Yes,720,1280,8,1000,8.0,13.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,74.39,2,2,2,2,https://www.amazon.com/s?k=Micromax+Canvas+Xpress+2
Lava,Pixel V1,2650,5.5,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,1,1,1,2,https://www.amazon.com/s?k=Lava+Pixel+V1
Micromax,Canvas Doodle 4,3000,6.0,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,114.0,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Doodle+4
Sony,Xperia Z3+,2930,5.2,Yes,1080,1920,8,3000,32.0,20.7,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,418.98,2,2,2,2,https://www.amazon.com/s?k=Sony+Xperia+Z3+
LG,G4 Stylus,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,1,1,1,2,https://www.amazon.com/s?k=LG+G4+Stylus
Intex,Cloud N,1400,4.0,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,42.0,1,1,1,1,https://www.amazon.com/s?k=Intex+Cloud+N
Micromax,Unite 3,2000,4.7,Yes,480,800,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,1,1,1,1,https://www.amazon.com/s?k=Micromax+Unite+3
Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,1,1,1,1,https://www.amazon.com/s?k=Micromax+Canvas+Spark
Microsoft,Lumia 540 Dual SIM,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Windows,Yes,Yes,Yes,2,Yes,No,84.0,1,1,1,2,https://www.amazon.com/s?k=Microsoft+Lumia+540+Dual+SIM
HTC,One M9+,2840,5.2,Yes,1440,2560,8,2000,16.0,20.0,4.0,Android,Yes,Yes,Yes,1,Yes,Yes,132.0,2,2,2,2,https://www.amazon.com/s?k=HTC+One+M9+
Intex,Aqua Speed HD,1700,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,90.0,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Speed+HD
Karbonn,Titanium Mach Two S360,1900,5.0,Yes,720,1280,8,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,93.6,2,2,2,1,https://www.amazon.com/s?k=Karbonn+Titanium+Mach+Two+S360
BlackBerry,Leap,2800,5.0,Yes,720,1280,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,86.4,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+Leap
Asus,ZenFone C (ZC451CG),2100,4.5,Yes,480,854,2,1000,8.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,65.99,1,1,1,2,https://www.amazon.com/s?k=Asus+ZenFone+C+(ZC451CG)
Lava,Iris X8,2500,5.0,Yes,720,1280,8,1000,8.0,8.0,3.0,Android,Yes,Yes,Yes,2,Yes,No,102.0,2,2,2,2,https://www.amazon.com/s?k=Lava+Iris+X8
Gionee,Pioneer P6,1950,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,49.8,1,1,1,1,https://www.amazon.com/s?k=Gionee+Pioneer+P6
Karbonn,Machone Titanium S310,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,84.0,1,1,1,1,https://www.amazon.com/s?k=Karbonn+Machone+Titanium+S310
Micromax,Canvas Hue,3000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,67.19,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+Hue
BlackBerry,Classic,2515,3.5,Yes,720,720,2,2000,16.0,8.0,2.0,BlackBerry,Yes,Yes,Yes,1,Yes,No,166.79,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+Classic
Intex,Aqua Power,4000,5.0,Yes,480,854,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,54.0,2,2,2,3,https://www.amazon.com/s?k=Intex+Aqua+Power
Gionee,Marathon M3,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,41.88,1,1,1,4,https://www.amazon.com/s?k=Gionee+Marathon+M3
Honor,Holly,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.99,1,1,1,1,https://www.amazon.com/s?k=Honor+Holly
Gionee,Elife S5.1,2050,4.8,Yes,720,1280,8,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,65.99,2,2,2,2,https://www.amazon.com/s?k=Gionee+Elife+S5.1
HTC,Desire 816G,2600,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,263.88,1,1,1,2,https://www.amazon.com/s?k=HTC+Desire+816G
Lenovo,Vibe X2,2300,5.0,Yes,1080,1920,8,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,209.99,2,2,2,2,https://www.amazon.com/s?k=Lenovo+Vibe+X2
ZTE,V5,2400,5.0,Yes,720,1280,4,1000,4.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,40.79,1,1,1,2,https://www.amazon.com/s?k=ZTE+V5
Xolo,Play 8X-1100,2100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,70.66,2,2,2,2,https://www.amazon.com/s?k=Xolo+Play+8X-1100
LG,G3 Stylus,3000,5.5,Yes,540,960,4,1000,8.0,13.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,125.88,1,1,1,2,https://www.amazon.com/s?k=LG+G3+Stylus
iBall,Andi 5K Panther,1900,5.0,Yes,540,960,8,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,38.39,2,2,2,1,https://www.amazon.com/s?k=iBall+Andi+5K+Panther
HTC,Desire 616 Dual SIM,2000,5.0,Yes,720,1280,8,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,95.99,2,2,2,1,https://www.amazon.com/s?k=HTC+Desire+616+Dual+SIM
LG,G3 Beat,2540,5.0,Yes,720,1280,4,1000,8.0,8.0,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,71.99,1,1,1,2,https://www.amazon.com/s?k=LG+G3+Beat
Xolo,Win Q900s,1800,4.7,Yes,720,1280,4,1000,8.0,8.0,2.0,Windows,Yes,Yes,Yes,2,Yes,No,53.94,1,1,1,1,https://www.amazon.com/s?k=Xolo+Win+Q900s
Sony,Xperia T3,2500,5.3,Yes,720,1280,4,1000,8.0,8.0,1.1,Android,Yes,Yes,Yes,1,Yes,Yes,221.88,1,1,1,2,https://www.amazon.com/s?k=Sony+Xperia+T3
Micromax,Unite 2,2000,4.7,Yes,480,800,4,1000,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99,1,1,1,1,https://www.amazon.com/s?k=Micromax+Unite+2
Lava,Iris X1,1800,4.5,Yes,480,854,4,1000,4.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,43.58,1,1,1,1,https://www.amazon.com/s?k=Lava+Iris+X1
BlackBerry,Z3,2500,5.0,Yes,540,960,2,1000,8.0,5.0,1.1,BlackBerry,Yes,Yes,Yes,1,Yes,No,228.0,1,1,1,2,https://www.amazon.com/s?k=BlackBerry+Z3
Lava,Iris Pro 20,2000,4.7,Yes,540,960,4,1000,4.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,60.48,1,1,1,1,https://www.amazon.com/s?k=Lava+Iris+Pro+20
LG,L90 Dual,2540,4.7,Yes,540,960,4,1000,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,39.59,1,1,1,2,https://www.amazon.com/s?k=LG+L90+Dual
